Fecha;Hora;Numero_de_Pasajeros;Mayores;Menores;Clase_de_Vuelo;Clasificacion_Vuelo;Tipo_de_Movimiento;Origen;Destino;Aerolinea_Nombre;Aeronave;Falla_Despegue;Falla_Aterrizaje
11/1/2023;11;210;190;20;Regular;Internacional;Despegue;CABA;Mexico;Flybondi;AIRBUS A-340;6;0
11/1/2023;15;210;190;20;Regular;Internacional;Aterrizaje;Peru;CABA;Flybondi;AIRBUS A-340;0;4
11/1/2023;11;80;75;5;Regular;Nacional;Despegue;CABA;San Juan;Flybondi;AIRBUS A-340;6;0
11/1/2023;7;80;75;5;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
11/1/2023;11;8;6;2;Priv Matricula Nac;Nacional;Despegue;CABA;San Juan;Flybondi;AIRBUS A-340;6;0
11/1/2023;12;43;40;3;Priv Matricula Nac;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;13;22;19;3;Priv Matricula Nac;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;22;19;3;Priv Matricula Nac;Nacional;Despegue;CABA;San Juan;Flybondi;AIRBUS A-340;6;0
12/1/2023;14;210;205;5;No Regular;Internacional;Despegue;CABA;Honduras;Flybondi;AIRBUS A-340;6;0
12/1/2023;16;210;205;5;No Regular;Internacional;Aterrizaje;Peru;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;13;43;40;3;Priv Matricula Nac;Nacional;Despegue;CABA;San Juan;Flybondi;AIRBUS A-340;6;0
12/1/2023;8;80;75;5;Regular;Nacional;Despegue;CABA;San Juan;Flybondi;AIRBUS A-340;6;0
12/1/2023;9;80;75;5;Regular;Nacional;Despegue;CABA;San Juan;Flybondi;AIRBUS A-340;6;0
12/1/2023;15;10;9;1;Priv Matricula Nac;Internacional;Aterrizaje;Peru;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;11;10;9;1;Priv Matricula Nac;Internacional;Despegue;CABA;Mexico;Flybondi;AIRBUS A-340;6;0
12/1/2023;20;190;130;60;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;19;190;130;60;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;5;190;130;60;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;16;190;130;60;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;9;80;75;5;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;16;80;75;5;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;9;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;10;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;22;80;75;5;Regular;Internacional;Aterrizaje;Peru;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;15;80;75;5;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;20;80;75;5;Regular;Internacional;Despegue;CABA;Chile;Flybondi;AIRBUS A-340;6;0
12/1/2023;6;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;17;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;8;80;75;5;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;15;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;13;80;75;5;Regular;Nacional;Aterrizaje;Misiones;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;11;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;14;80;75;5;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;10;80;75;5;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;17;80;75;5;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;16;80;75;5;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;7;190;130;60;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;16;190;130;60;Regular;Internacional;Despegue;CABA;Ecuador;Flybondi;AIRBUS A-340;6;0
12/1/2023;20;190;130;60;Regular;Internacional;Aterrizaje;Peru;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;22;190;130;60;Regular;Internacional;Despegue;CABA;Peru;Flybondi;AIRBUS A-340;6;0
12/1/2023;22;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;14;210;190;20;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;20;210;190;20;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;6;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;17;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;190;130;60;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;17;190;130;60;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;80;75;5;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;20;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;16;190;130;60;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;21;80;75;5;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;22;190;130;60;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;19;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;10;80;75;5;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;10;180;140;40;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;8;180;140;40;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;22;180;140;40;Regular;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;San Luis;Flybondi;AIRBUS A-340;6;0
12/1/2023;12;180;140;40;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;13;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;9;25;20;5;Priv Matricula Nac;Internacional;Despegue;CABA;Uruguay;Flybondi;AIRBUS A-340;6;0
12/1/2023;7;140;120;20;No Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;12;140;120;20;No Regular;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;12;19;12;7;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;18;20;16;4;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;9;9;8;1;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;10;25;20;5;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;15;9;8;1;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;13;12;10;2;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;13;12;10;2;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;11;12;10;2;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;8;100;60;40;No Regular;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;8;9;8;1;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;1;180;140;40;Regular;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;19;20;16;4;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;8;9;8;1;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;10;10;4;6;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;20;25;20;5;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;20;25;20;5;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;10;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;12;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Santa Fe;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;13;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;9;5;3;2;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;17;30;26;4;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;14;11;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;18;30;26;4;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;7;22;19;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;9;22;19;3;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;14;180;130;50;No Regular;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;15;180;130;50;No Regular;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;9;18;16;2;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;10;43;40;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;30;26;4;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;19;12;7;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;14;16;14;2;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;16;15;12;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;17;15;12;3;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;15;12;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;4
12/1/2023;15;43;40;3;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;16;43;40;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;9;43;40;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;20;43;40;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;7;16;14;2;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;18;19;12;7;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;9;43;40;3;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;17;43;40;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;11;8;7;1;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;12;8;7;1;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;9;22;19;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;11;22;19;3;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;14;11;3;Priv Matricula Nac;Nacional;Despegue;CABA;Mendoza;Flybondi;AIRBUS A-340;6;0
12/1/2023;8;14;11;3;Priv Matricula Nac;Internacional;Despegue;CABA;Peru;Flybondi;AIRBUS A-340;6;0
12/1/2023;15;12;10;2;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;16;12;10;2;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;12;12;10;2;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;13;12;10;2;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;8;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;14;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;9;32;26;6;Priv Matricula Nac;Internacional;Despegue;CABA;Chile;Flybondi;AIRBUS A-340;6;0
12/1/2023;13;16;14;2;Priv Matricula Nac;Internacional;Aterrizaje;Peru;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;20;14;11;3;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;8;16;14;2;Priv Matricula Nac;Internacional;Despegue;CABA;Honduras;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;9;8;1;Priv Matricula Nac;Internacional;Aterrizaje;Peru;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;8;9;8;1;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;12;9;8;1;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;13;9;8;1;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;17;9;8;1;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;9;9;8;1;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;19;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;8;150;100;50;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;200;150;50;No Regular;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;10;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;14;32;26;6;Priv Matricula Nac;Internacional;Despegue;CABA;Chile;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;32;26;6;Priv Matricula Nac;Internacional;Aterrizaje;Venezuela;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;1;150;100;50;Regular;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;10;10;6;4;Priv Matricula Nac;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;7;150;100;50;Regular;Nacional;Aterrizaje;Entre Rios;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;6;200;150;50;No Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;10;150;100;50;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;11;150;100;50;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;12;150;120;30;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;13;150;120;30;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;15;150;120;30;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;16;150;120;30;Regular;Internacional;Despegue;CABA;Colombia;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;150;120;30;Regular;Internacional;Aterrizaje;Venezuela;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;5;150;120;30;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;13;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;2;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;5;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;7;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;7;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;8;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;9;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;10;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;9;200;150;50;No Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;12;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;8;200;150;50;No Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;15;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;17;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;20;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;22;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;11;160;140;20;No Regular;Internacional;Aterrizaje;Venezuela;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;20;150;120;30;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;180;140;40;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;12;20;16;4;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;150;120;30;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;14;18;16;2;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;14;18;16;2;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;18;16;2;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;18;16;2;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;10;30;26;4;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;20;30;26;4;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;21;180;140;40;Regular;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;19;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;13;16;10;6;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;15;16;10;6;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;15;16;10;6;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;16;16;10;6;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;16;10;6;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;18;16;10;6;Priv Matricula Nac;Nacional;Despegue;CABA;La Pampa;Flybondi;AIRBUS A-340;6;0
12/1/2023;7;10;9;1;Priv Matricula Nac;Internacional;Despegue;CABA;Ecuador;Flybondi;AIRBUS A-340;6;0
12/1/2023;10;16;10;6;Priv Matricula Nac;Nacional;Despegue;CABA;Neuquen;Flybondi;AIRBUS A-340;6;0
12/1/2023;0;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;8;10;5;5;Priv Matricula Nac;Nacional;Despegue;CABA;Neuquen;Flybondi;AIRBUS A-340;6;0
12/1/2023;22;150;120;30;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;12;9;6;3;Priv Matricula Nac;Nacional;Despegue;CABA;Neuquen;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;9;6;3;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;12;160;140;20;No Regular;Internacional;Aterrizaje;Venezuela;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;13;160;140;20;No Regular;Internacional;Despegue;CABA;Brasil;Flybondi;AIRBUS A-340;6;0
12/1/2023;19;190;130;60;Regular;Internacional;Aterrizaje;Venezuela;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;22;180;140;40;Regular;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;19;30;26;4;Priv Matricula Nac;Nacional;Aterrizaje;Cordoba;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;18;150;120;30;Regular;Nacional;Aterrizaje;La Plata;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;9;180;140;40;Regular;Internacional;Despegue;CABA;Brasil;Flybondi;AIRBUS A-340;6;0
12/1/2023;11;180;140;40;Regular;Internacional;Aterrizaje;Venezuela;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;12;180;140;40;Regular;Internacional;Despegue;CABA;Brasil;Flybondi;AIRBUS A-340;6;0
12/1/2023;14;180;140;40;Regular;Internacional;Aterrizaje;Nicaragua;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;17;180;140;40;Regular;Nacional;Despegue;CABA;Neuquen;Flybondi;AIRBUS A-340;6;0
12/1/2023;18;180;140;40;Regular;Nacional;Aterrizaje;La Plata;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;18;180;140;40;Regular;Nacional;Despegue;CABA;Neuquen;Flybondi;AIRBUS A-340;6;0
12/1/2023;13;30;26;4;Priv Matricula Nac;Nacional;Despegue;CABA;Neuquen;Flybondi;AIRBUS A-340;6;0
12/1/2023;3;180;140;40;Regular;Internacional;Despegue;CABA;Mexico;Flybondi;AIRBUS A-340;6;0
12/1/2023;0;300;280;20;No Regular;Internacional;Despegue;CABA;Mexico;Flybondi;AIRBUS A-340;7;0
12/1/2023;11;180;140;40;Regular;Internacional;Aterrizaje;Nicaragua;CABA;Flybondi;AIRBUS A-340;0;5
12/1/2023;13;180;140;40;Regular;Internacional;Despegue;CABA;Mexico;Flybondi;AIRBUS A-340;7;0
12/1/2023;14;180;140;40;Regular;Internacional;Aterrizaje;Nicaragua;CABA;Flybondi;AIRBUS A-340;0;5
